PfamUID,Age_oldest
PF02071,886.0000
PF02072,684.0000
PF02073,357.6744
PF02074,3145.0000
PF02076,1292.5295
PF02077,3145.0000
PF02078,1660.0000
PF02079,167.7625
PF02080,4090.0000
PF02082,3145.0000
PF02083,454.3147
PF02084,342.0000
PF02087,113.0000
PF02089,3145.0000
PF02091,3145.0000
PF02092,3145.0000
PF02095,1577.8820
PF02096,3145.0000
PF02099,1934.5575
PF02100,1714.2089
PF02101,1028.4421
PF02102,492.0000
PF02104,3145.0000
PF02106,886.0000
PF02109,1934.5575
PF02110,3145.0000
PF02112,3145.0000
PF02114,1934.5575
PF02115,2100.6973
PF02116,656.6236
PF02117,810.2778
PF02118,810.2778
PF02121,2100.6973
PF02127,3145.0000
PF02128,3145.0000
PF02133,3145.0000
PF02135,1934.5575
PF02136,3145.0000
PF02137,1934.5575
PF02138,2230.0000
PF02140,3145.0000
PF02141,2230.0000
PF02142,3145.0000
PF02144,1934.5575
PF02145,1934.5575
PF02146,3145.0000
PF02148,4090.0000
PF02149,1934.5575
PF02150,3145.0000
PF02152,3145.0000
PF02155,454.3147
PF02156,3145.0000
PF02157,1292.5295
PF02158,740.2778
PF02159,1577.8820
PF02161,424.1564
PF02162,1577.8820
PF02163,4090.0000
PF02165,684.0000
PF02166,810.2778
PF02170,2230.0000
PF02171,3145.0000
PF02172,1577.8820
PF02173,949.9125
PF02174,1028.4421
PF02175,120.4265
PF02176,2230.0000
PF02177,949.9125
PF02178,3145.0000
PF02179,1934.5575
PF02180,810.2778
PF02181,2230.0000
PF02182,3145.0000
PF02183,3145.0000
PF02184,1934.5575
PF02185,1292.5295
PF02186,1934.5575
PF02187,1660.0000
PF02188,1028.4421
PF02189,454.3147
PF02190,4090.0000
PF02191,1577.8820
PF02192,1028.4421
PF02194,1934.5575
PF02195,3145.0000
PF02196,1487.8820
PF02197,2100.6973
PF02198,1660.0000
PF02199,1028.4421
PF02200,1292.5295
PF02201,3145.0000
PF02202,454.3147
PF02204,2230.0000
PF02205,3145.0000
PF02206,120.4265
PF02207,2230.0000
PF02208,810.2778
PF02209,1934.5575
PF02210,3145.0000
PF02211,3145.0000
PF02212,2100.6973
PF02213,2100.6973
PF02214,2230.0000
PF02218,1028.4421
PF02219,3145.0000
PF02221,1934.5575
PF02222,3145.0000
PF02223,3145.0000
PF02225,3145.0000
PF02229,3145.0000
PF02230,3145.0000
PF02233,3145.0000
PF02234,1714.2089
PF02237,3145.0000
PF02244,1934.5575
PF02245,3145.0000
PF02251,1028.4421
PF02252,2100.6973
PF02254,4090.0000
PF02256,3145.0000
PF02257,3145.0000
PF02259,2100.6973
PF02260,2230.0000
PF02262,948.0000
PF02263,1934.5575
PF02265,3145.0000
PF02267,1028.4421
PF02268,1934.5575
PF02269,1934.5575
PF02270,1934.5575
PF02272,4090.0000
PF02274,4090.0000
PF02275,3145.0000
PF02277,3145.0000
PF02285,1577.8820
PF02290,1934.5575
PF02291,1934.5575
PF02296,1934.5575
PF02298,1934.5575
PF02301,2100.6973
PF02309,1577.8820
PF02310,4090.0000
PF02317,3145.0000
PF02318,1577.8820
PF02319,3145.0000
PF02320,1934.5575
PF02326,3145.0000
PF02333,3145.0000
PF02338,3145.0000
PF02341,3145.0000
PF02342,3145.0000
PF02343,120.4265
PF02347,3145.0000
PF02349,265.0000
PF02351,886.0000
PF02353,3145.0000
PF02354,645.7238
PF02357,3145.0000
PF02358,3145.0000
PF02359,3145.0000
PF02361,4090.0000
PF02362,1577.8820
PF02363,1934.5575
PF02364,1934.5575
PF02365,1577.8820
PF02366,3145.0000
PF02367,3145.0000
PF02372,544.1525
PF02373,3145.0000
PF02374,3145.0000
PF02375,1934.5575
PF02376,948.0000
PF02377,886.0000
PF02383,2230.0000
PF02384,3145.0000
PF02386,3145.0000
PF02389,3145.0000
PF02390,3145.0000
PF02391,3145.0000
PF02392,3145.0000
PF02393,684.0000
PF02394,454.3147
PF02401,3145.0000
PF02403,3145.0000
PF02404,1028.4421
PF02408,810.2778
PF02410,3145.0000
PF02412,3145.0000
PF02416,3145.0000
PF02417,3145.0000
PF02419,3145.0000
PF02421,3145.0000
PF02422,1577.8820
PF02423,3145.0000
PF02425,193.0785
PF02426,3145.0000
PF02427,3145.0000
PF02428,481.7717
PF02429,30.9548
PF02430,1934.5575
PF02431,1327.8820
PF02434,1934.5575
PF02436,3145.0000
PF02437,1028.4421
PF02445,3145.0000
PF02446,3145.0000
PF02447,3145.0000
PF02448,129.0000
PF02449,3145.0000
PF02450,3145.0000
PF02453,1934.5575
PF02458,3145.0000
PF02460,3145.0000
PF02463,3145.0000
PF02466,1934.5575
PF02468,3145.0000
PF02469,3145.0000
PF02470,3145.0000
PF02475,4090.0000
PF02482,3145.0000
PF02485,3145.0000
PF02487,1934.5575
PF02492,4090.0000
PF02493,3145.0000
PF02494,3145.0000
PF02496,481.7717
PF02502,3145.0000
PF02503,3145.0000
PF02507,3145.0000
PF02511,4090.0000
PF02513,810.2778
PF02514,3145.0000
PF02515,3145.0000
PF02516,3145.0000
PF02517,3145.0000
PF02518,4090.0000
PF02519,846.1460
PF02520,491.8701
PF02525,3145.0000
PF02526,28.0725
PF02529,3145.0000
PF02532,3145.0000
PF02533,3145.0000
PF02534,3145.0000
PF02535,3145.0000
PF02536,3145.0000
PF02537,3145.0000
PF02538,3145.0000
PF02541,3145.0000
PF02542,3145.0000
PF02543,3145.0000
PF02544,3145.0000
PF02545,3145.0000
PF02548,3145.0000
PF02550,3145.0000
PF02551,3145.0000
PF02557,3145.0000
PF02558,3145.0000
PF02559,3145.0000
PF02560,3145.0000
PF02562,3145.0000
PF02566,3145.0000
PF02567,3145.0000
PF02569,3145.0000
PF02574,3145.0000
PF02575,3145.0000
PF02576,3145.0000
PF02577,3145.0000
PF02578,3145.0000
PF02580,3145.0000
PF02581,3145.0000
PF02582,3145.0000
PF02586,3145.0000
PF02590,3145.0000
PF02595,3145.0000
PF02597,3145.0000
PF02598,3145.0000
PF02601,3145.0000
PF02602,3145.0000
PF02605,3145.0000
PF02607,3145.0000
PF02615,3145.0000
PF02620,3145.0000
PF02622,3145.0000
PF02626,3145.0000
PF02628,3145.0000
PF02629,3145.0000
PF02630,3145.0000
PF02632,3145.0000
PF02637,4090.0000
PF02643,3145.0000
PF02652,3145.0000
PF02654,3145.0000
PF02655,3145.0000
PF02656,4090.0000
PF02657,3145.0000
PF02661,3145.0000
PF02667,22.2484
PF02668,3145.0000
PF02670,3145.0000
PF02671,1934.5575
PF02672,3145.0000
PF02675,3145.0000
PF02676,3145.0000
PF02677,3145.0000
PF02678,3145.0000
PF02679,3145.0000
PF02681,3145.0000
PF02682,4090.0000
PF02685,3145.0000
PF02686,3145.0000
PF02689,3145.0000
PF02690,3145.0000
PF02694,3145.0000
PF02696,3145.0000
PF02698,3145.0000
PF02701,1577.8820
PF02704,481.7717
PF02705,3145.0000
PF02709,3145.0000
PF02713,846.1460
PF02714,2100.6973
PF02721,1327.8820
PF02724,2100.6973
PF02727,3145.0000
PF02728,3145.0000
PF02729,3145.0000
PF02731,1934.5575
PF02732,3145.0000
PF02733,3145.0000
PF02734,3145.0000
PF02735,3145.0000
PF02736,3145.0000
PF02737,4090.0000
PF02738,4090.0000
PF02739,3145.0000
PF02740,684.0000
PF02744,4090.0000
PF02746,4090.0000
PF02747,3145.0000
PF02749,3145.0000
PF02750,3145.0000
PF02751,1934.5575
PF02752,1934.5575
PF02755,1292.5295
PF02756,202.0000
PF02757,810.2778
PF02758,740.2778
PF02759,1934.5575
PF02760,810.2778
PF02761,1660.0000
PF02762,948.0000
PF02765,1934.5575
PF02767,3145.0000
PF02769,4090.0000
PF02770,4090.0000
PF02771,4090.0000
PF02772,3145.0000
PF02773,3145.0000
PF02774,3145.0000
PF02775,4090.0000
PF02776,4090.0000
PF02777,3145.0000
PF02778,3145.0000
PF02779,3145.0000
PF02780,3145.0000
PF02781,3145.0000
PF02784,3145.0000
PF02785,3145.0000
PF02786,3145.0000
PF02787,3145.0000
PF02788,3145.0000
PF02789,3145.0000
PF02790,3145.0000
PF02791,1934.5575
PF02792,1934.5575
PF02793,1028.4421
PF02796,3145.0000
PF02797,3145.0000
PF02798,3145.0000
PF02799,2100.6973
PF02800,3145.0000
PF02801,3145.0000
PF02803,3145.0000
PF02806,3145.0000
PF02807,3145.0000
PF02809,1934.5575
PF02810,3145.0000
PF02811,3145.0000
PF02812,3145.0000
PF02815,1934.5575
PF02816,2230.0000
PF02817,3145.0000
PF02818,454.3147
PF02819,774.7778
PF02820,1934.5575
PF02822,1934.5575
PF02823,3145.0000
PF02824,4090.0000
PF02825,2230.0000
PF02826,3145.0000
PF02827,810.2778
PF02828,1028.4421
PF02833,3145.0000
PF02834,565.7017
PF02836,3145.0000
PF02837,3145.0000
PF02838,3145.0000
PF02840,1934.5575
PF02841,1934.5575
PF02843,3145.0000
PF02844,3145.0000
PF02845,2230.0000
PF02847,2230.0000
PF02852,3145.0000
PF02854,2230.0000
PF02861,3145.0000
PF02862,1934.5575
PF02864,1028.4421
PF02865,1028.4421
PF02866,3145.0000
PF02867,3145.0000
PF02870,3145.0000
PF02872,3145.0000
PF02874,3145.0000
PF02877,3145.0000
PF02881,4090.0000
PF02882,3145.0000
PF02883,2230.0000
PF02885,4090.0000
PF02887,3145.0000
PF02888,810.2778
PF02889,3145.0000
PF02891,2230.0000
PF02892,1934.5575
PF02893,3145.0000
PF02894,3145.0000
PF02896,3145.0000
PF02897,4090.0000
PF02898,3145.0000
PF02899,4090.0000
PF02900,4090.0000
PF02901,3145.0000
PF02902,3145.0000
PF02906,3145.0000
PF02911,3145.0000
PF02913,3145.0000
PF02916,3145.0000
PF02919,3145.0000
PF02922,3145.0000
PF02926,3145.0000
PF02927,3145.0000
PF02928,1934.5575
PF02929,3145.0000
PF02931,3145.0000
PF02932,3145.0000
PF02933,3145.0000
PF02934,4090.0000
PF02940,1934.5575
PF02941,3145.0000
PF02943,3145.0000
PF02944,1028.4421
PF02946,1028.4421
PF02947,544.1525
PF02948,382.3736
PF02949,443.8801
PF02950,170.6814
PF02958,3145.0000
PF02961,1934.5575
PF02965,3145.0000
PF02966,2100.6973
PF02969,1934.5575
PF02970,2100.6973
PF02971,3145.0000
PF02977,119.5142
PF02978,4090.0000
PF02982,492.0000
PF02984,2230.0000
PF02985,3145.0000
PF02987,3145.0000
PF02988,886.0000
PF02990,2230.0000
PF02991,1934.5575
PF02992,1577.8820
PF02994,886.0000
PF02995,1934.5575
PF02996,3145.0000
PF03000,1577.8820
PF03002,645.7238
PF03004,1577.8820
PF03006,3145.0000
PF03007,3145.0000
PF03009,3145.0000
PF03011,436.6600
PF03015,3145.0000
PF03016,3145.0000
PF03017,170.6814
PF03018,3145.0000
PF03020,1028.4421
PF03022,3145.0000
PF03024,1934.5575
PF03028,2100.6973
PF03029,3145.0000
PF03030,3145.0000
PF03031,3145.0000
PF03033,3145.0000
PF03034,1934.5575
PF03036,949.9125
PF03039,544.1525
PF03045,949.9125
PF03051,3145.0000
PF03054,3145.0000
PF03055,3145.0000
PF03057,491.8701
PF03058,47.5266
PF03059,3145.0000
PF03060,3145.0000
PF03061,4090.0000
PF03062,3145.0000
PF03063,3145.0000
PF03065,3145.0000
PF03066,1577.8820
PF03068,3145.0000
PF03069,3145.0000
PF03070,3145.0000
PF03071,3145.0000
PF03073,3145.0000
PF03074,2100.6973
PF03078,1577.8820
PF03079,3145.0000
PF03080,3145.0000
PF03081,1934.5575
PF03082,29.4144
PF03083,3145.0000
PF03087,306.0686
PF03088,3145.0000
PF03089,1660.0000
PF03091,3145.0000
PF03092,3145.0000
PF03094,1934.5575
PF03095,2100.6973
PF03096,3145.0000
PF03097,2100.6973
PF03098,3145.0000
PF03099,3145.0000
PF03100,3145.0000
PF03101,1934.5575
PF03102,3145.0000
PF03103,357.6744
PF03104,3145.0000
PF03105,2230.0000
PF03106,2100.6973
PF03107,1934.5575
PF03108,1934.5575
PF03109,3145.0000
PF03110,1577.8820
PF03114,1934.5575
PF03121,1934.5575
PF03124,2230.0000
PF03125,210.6966
PF03126,1934.5575
PF03127,1934.5575
PF03128,1028.4421
PF03129,4090.0000
PF03131,1714.2089
PF03133,3145.0000
PF03134,2100.6973
PF03135,3145.0000
PF03137,1934.5575
PF03140,1577.8820
PF03141,1577.8820
PF03142,3145.0000
PF03143,4090.0000
PF03144,4090.0000
PF03145,1934.5575
PF03146,949.9125
PF03148,1934.5575
PF03151,3145.0000
PF03152,2100.6973
PF03153,1660.0000
PF03154,810.2778
PF03155,3145.0000
PF03159,2230.0000
PF03160,3145.0000
PF03161,3145.0000
PF03162,3145.0000
PF03164,3145.0000
PF03165,1028.4421
PF03166,1028.4421
PF03167,3145.0000
PF03168,3145.0000
PF03169,3145.0000
PF03171,3145.0000
PF03172,1577.8820
PF03173,3145.0000
PF03174,3145.0000
PF03177,1934.5575
PF03178,2230.0000
PF03179,3145.0000
PF03181,1577.8820
PF03184,1934.5575
PF03185,948.0000
PF03188,3145.0000
PF03189,1487.8820
PF03190,3145.0000
PF03193,4090.0000
PF03194,1934.5575
PF03195,1577.8820
PF03198,3145.0000
PF03199,3145.0000
PF03200,3145.0000
PF03203,3145.0000
PF03205,3145.0000
PF03208,1934.5575
PF03209,3145.0000
PF03211,3145.0000
PF03214,3145.0000
PF03215,3145.0000
PF03219,3145.0000
PF03221,1934.5575
PF03226,1934.5575
PF03227,3145.0000
PF03232,3145.0000
PF03234,1934.5575
PF03235,3145.0000
PF03238,163.4310
PF03239,3145.0000
PF03242,846.1460
PF03247,1487.8820
PF03248,2100.6973
PF03250,1028.4421
PF03253,3145.0000
PF03254,1714.2089
PF03255,3145.0000
PF03256,1934.5575
PF03259,3145.0000
PF03260,193.0785
PF03261,1028.4421
PF03265,3145.0000
PF03266,3145.0000
PF03268,210.6966
PF03269,3145.0000
PF03271,2100.6973
PF03281,886.0000
PF03283,3145.0000
PF03285,645.7238
PF03291,2100.6973
PF03297,3145.0000
PF03298,810.2778
PF03299,1577.8820
PF03301,3145.0000
PF03306,3145.0000
PF03308,3145.0000
PF03309,3145.0000
PF03311,2100.6973
PF03312,210.6966
PF03314,491.8701
PF03317,77.0088
PF03318,3145.0000
PF03321,3145.0000
PF03328,3145.0000
PF03331,3145.0000
PF03332,3145.0000
PF03343,1934.5575
PF03344,810.2778
PF03345,1934.5575
PF03348,1934.5575
PF03351,3145.0000
PF03352,3145.0000
PF03353,120.4265
PF03357,3145.0000
PF03358,3145.0000
PF03359,1028.4421
PF03360,1934.5575
PF03364,3145.0000
PF03366,3145.0000
PF03367,3145.0000
PF03368,1934.5575
PF03370,3145.0000
PF03371,2100.6973
PF03372,3145.0000
PF03378,1934.5575
PF03380,120.4265
PF03381,2100.6973
PF03382,3145.0000
PF03383,810.2778
PF03384,35.9776
PF03385,3145.0000
PF03386,846.1460
PF03388,3145.0000
PF03392,592.0543
PF03398,2100.6973
PF03399,2230.0000
PF03402,544.1525
PF03403,3145.0000
PF03404,3145.0000
PF03407,3145.0000
PF03409,120.4265
PF03412,3145.0000
PF03414,3145.0000
PF03415,3145.0000
PF03416,2230.0000
PF03417,3145.0000
PF03422,3145.0000
PF03423,3145.0000
PF03425,680.2240
PF03435,3145.0000
PF03436,120.4265
PF03439,3145.0000
PF03441,3145.0000
PF03443,1934.5575
PF03445,886.0000
PF03446,3145.0000
PF03447,3145.0000
PF03450,3145.0000
PF03451,1934.5575
PF03452,3145.0000
PF03453,3145.0000
PF03454,3145.0000
PF03455,1934.5575
PF03456,2230.0000
PF03460,3145.0000
PF03461,3145.0000
PF03463,3145.0000
PF03464,3145.0000
PF03465,3145.0000
PF03466,3145.0000
PF03467,1934.5575
PF03468,1577.8820
PF03469,1577.8820
PF03470,1577.8820
PF03471,3145.0000
PF03473,3145.0000
PF03474,1934.5575
PF03475,3145.0000
PF03476,3145.0000
PF03477,4090.0000
PF03478,1577.8820
PF03481,3145.0000
PF03483,3145.0000
PF03484,3145.0000
PF03485,3145.0000
PF03486,3145.0000
PF03487,167.7625
PF03488,743.0000
PF03489,1934.5575
PF03490,3145.0000
PF03491,424.1564
PF03492,3145.0000
PF03493,1934.5575
PF03494,544.1525
PF03501,2100.6973
PF03508,544.1525
PF03509,544.1525
PF03511,544.1525
PF03514,3145.0000
PF03516,132.0287
PF03517,1934.5575
PF03520,810.2778
PF03522,3145.0000
PF03523,331.8312
PF03528,1028.4421
PF03529,810.2778
PF03530,1934.5575
PF03531,1934.5575
PF03533,424.1564
PF03535,810.2778
PF03537,3145.0000
PF03540,1934.5575
PF03542,1934.5575
PF03546,810.2778
PF03547,4090.0000
PF03552,3145.0000
PF03553,3145.0000
PF03556,2100.6973
PF03561,3145.0000
PF03564,1577.8820
PF03567,3145.0000
PF03568,2100.6973
PF03571,3145.0000
PF03572,4090.0000
PF03575,3145.0000
PF03576,3145.0000
PF03577,3145.0000
PF03583,3145.0000
PF03587,3145.0000
PF03588,3145.0000
PF03595,3145.0000
PF03596,3145.0000
PF03600,3145.0000
PF03601,3145.0000
PF03602,3145.0000
PF03604,3145.0000
PF03607,1934.5575
PF03615,886.0000
PF03616,3145.0000
PF03618,3145.0000
PF03619,2230.0000
PF03623,1028.4421
PF03629,3145.0000
PF03630,3145.0000
PF03631,3145.0000
PF03632,3145.0000
PF03634,1577.8820
PF03635,2230.0000
PF03636,3145.0000
PF03637,2230.0000
PF03638,1934.5575
PF03639,3145.0000
PF03641,3145.0000
PF03643,2230.0000
PF03644,3145.0000
PF03645,2100.6973
PF03647,3145.0000
PF03649,3145.0000
PF03652,3145.0000
PF03656,1934.5575
PF03657,3145.0000
PF03659,3145.0000
PF03660,2100.6973
PF03661,1934.5575
PF03662,3145.0000
PF03663,3145.0000
PF03664,3145.0000
PF03666,1934.5575
PF03668,3145.0000
PF03669,1934.5575
PF03670,3145.0000
PF03671,2100.6973
PF03676,1934.5575
PF03690,3145.0000
PF03692,3145.0000
PF03694,1934.5575
PF03700,645.7238
PF03702,3145.0000
PF03710,3145.0000
PF03712,3145.0000
PF03715,2100.6973
PF03719,4090.0000
PF03720,3145.0000
PF03721,3145.0000
PF03722,672.0029
PF03723,3145.0000
PF03725,3145.0000
PF03726,3145.0000
PF03727,3145.0000
PF03730,1934.5575
PF03731,1934.5575
PF03733,3145.0000
PF03735,3145.0000
PF03736,3145.0000
PF03738,3145.0000
PF03742,3145.0000
PF03747,4090.0000
PF03749,3145.0000
PF03754,306.0686
PF03755,3145.0000
PF03759,1934.5575
PF03760,481.7717
PF03761,810.2778
PF03762,3145.0000
PF03763,846.1460
PF03764,4090.0000
PF03765,1934.5575
PF03766,306.0686
PF03767,3145.0000
PF03768,291.0942
PF03769,443.8801
PF03770,3145.0000
PF03775,3145.0000
PF03776,3145.0000
PF03778,1.0100
PF03782,3145.0000
PF03789,1577.8820
PF03790,1577.8820
PF03791,1577.8820
PF03792,949.9125
PF03795,3145.0000
PF03796,3145.0000
PF03798,2230.0000
PF03800,2100.6973
PF03801,1934.5575
PF03803,3145.0000
PF03805,1053.5875
PF03807,4090.0000
PF03810,2230.0000
PF03813,1934.5575
PF03815,3145.0000
PF03819,3145.0000
PF03821,886.0000
PF03822,1934.5575
PF03823,382.3736
PF03824,4090.0000
PF03825,3145.0000
PF03826,948.0000
PF03827,544.1525
PF03828,2100.6973
PF03832,645.7238
PF03834,1934.5575
PF03835,1934.5575
PF03836,1487.8820
PF03839,1934.5575
PF03842,1934.5575
PF03847,1934.5575
PF03849,2100.6973
PF03850,2100.6973
PF03851,3145.0000
PF03853,3145.0000
PF03855,295.0000
PF03859,1934.5575
PF03860,810.2778
PF03867,272.0000
PF03870,2100.6973
PF03871,2100.6973
PF03874,3145.0000
PF03875,36.2964
PF03876,3145.0000
PF03878,2100.6973
PF03879,2100.6973
PF03881,3145.0000
PF03883,3145.0000
PF03893,1577.8820
PF03894,3145.0000
PF03896,1934.5575
PF03900,3145.0000
PF03901,3145.0000
PF03902,1292.5295
PF03907,1714.2089
PF03908,2100.6973
PF03909,2230.0000
PF03911,3145.0000
PF03912,3145.0000
PF03914,2230.0000
PF03915,1292.5295
PF03917,3145.0000
PF03918,3145.0000
PF03919,2100.6973
PF03920,949.9125
PF03921,544.1525
PF03924,3145.0000
PF03931,2230.0000
PF03932,3145.0000
PF03935,3145.0000
PF03936,3145.0000
PF03937,3145.0000
PF03939,2100.6973
PF03940,810.2778
PF03941,1934.5575
PF03942,3145.0000
PF03943,1487.8820
PF03944,740.0000
PF03945,3145.0000
PF03946,4090.0000
PF03947,4090.0000
PF03948,3145.0000
PF03949,3145.0000
PF03950,4090.0000
PF03951,4090.0000
PF03952,3145.0000
PF03954,454.3147
PF03957,949.9125
PF03959,3145.0000
PF03962,2100.6973
PF03964,810.2778
PF03966,3145.0000
PF03969,3145.0000
PF03972,3145.0000
PF03974,3145.0000
PF03976,4090.0000
PF03980,1934.5575
PF03982,3145.0000
PF03983,3145.0000
PF03985,1934.5575
PF03986,1934.5575
PF03987,1934.5575
PF03989,3145.0000
PF03991,1934.5575
PF03997,1934.5575
PF03998,2100.6973
PF03999,2100.6973
PF04000,2100.6973
PF04001,295.0000
PF04003,1934.5575
PF04004,1934.5575
PF04005,1934.5575
PF04006,2100.6973
PF04012,3145.0000
PF04013,3145.0000
PF04030,3145.0000
PF04031,2100.6973
PF04032,3145.0000
PF04034,3145.0000
PF04037,1934.5575
PF04041,3145.0000
PF04042,3145.0000
PF04043,1577.8820
PF04045,1934.5575
PF04046,2100.6973
PF04048,1934.5575
PF04049,1934.5575
PF04050,1934.5575
PF04051,3145.0000
PF04053,2230.0000
PF04054,2100.6973
PF04055,4090.0000
PF04056,2100.6973
PF04057,1934.5575
PF04059,1934.5575
PF04061,1934.5575
PF04062,1934.5575
PF04063,1934.5575
PF04064,2100.6973
PF04065,2100.6973
PF04068,3145.0000
PF04072,3145.0000
PF04078,1934.5575
PF04080,1577.8820
PF04081,1934.5575
PF04082,1577.8820
PF04083,1934.5575
PF04084,1934.5575
PF04086,1934.5575
PF04087,3145.0000
PF04088,1714.2089
PF04089,886.0000
PF04090,656.6236
PF04091,1934.5575
PF04092,408.5875
PF04094,32.4494
PF04096,2100.6973
PF04097,1934.5575
PF04098,3145.0000
PF04099,2100.6973
PF04100,1934.5575
PF04101,3145.0000
PF04103,3145.0000
PF04104,3145.0000
PF04106,1934.5575
PF04107,4090.0000
PF04108,1934.5575
PF04109,1934.5575
PF04110,1934.5575
PF04111,1934.5575
PF04112,1934.5575
PF04113,1934.5575
PF04114,1934.5575
PF04115,3145.0000
PF04116,4090.0000
PF04117,3145.0000
PF04118,2100.6973
PF04119,656.6236
PF04120,3145.0000
PF04121,2100.6973
PF04124,1934.5575
PF04127,3145.0000
PF04129,1934.5575
PF04130,2100.6973
PF04133,1934.5575
PF04134,3145.0000
PF04135,3145.0000
PF04136,1934.5575
PF04137,1934.5575
PF04139,1934.5575
PF04140,3145.0000
PF04142,1934.5575
PF04143,3145.0000
PF04144,1660.0000
PF04145,1934.5575
PF04146,1934.5575
PF04147,1934.5575
PF04148,1934.5575
PF04152,1934.5575
PF04153,2100.6973
PF04155,491.8701
PF04157,3145.0000
PF04158,2100.6973
PF04161,1934.5575
PF04163,656.6236
PF04166,3145.0000
PF04168,17.0000
PF04172,3145.0000
PF04176,1934.5575
PF04177,2100.6973
PF04178,2230.0000
PF04179,1934.5575
PF04180,1934.5575
PF04181,1934.5575
PF04182,3145.0000
PF04184,3145.0000
PF04185,3145.0000
PF04188,3145.0000
PF04189,2100.6973
PF04190,1934.5575
PF04191,3145.0000
PF04192,1934.5575
PF04193,3145.0000
PF04194,1934.5575
PF04199,3145.0000
PF04201,949.9125
PF04209,4090.0000
PF04212,3145.0000
PF04218,3145.0000
PF04227,3145.0000
PF04229,3145.0000
PF04230,3145.0000
PF04231,3145.0000
PF04232,3145.0000
PF04236,743.0000
PF04241,3145.0000
PF04246,125.0000
PF04248,3145.0000
PF04252,3145.0000
PF04253,3145.0000
PF04258,3145.0000
PF04261,3145.0000
PF04263,3145.0000
PF04265,3145.0000
PF04266,4090.0000
PF04272,544.1525
PF04273,830.0000
PF04275,3145.0000
PF04280,3145.0000
PF04286,3145.0000
PF04296,3145.0000
PF04299,3145.0000
PF04300,3145.0000
PF04303,3145.0000
PF04305,3145.0000
PF04307,3145.0000
PF04318,295.0000
PF04325,3145.0000
PF04326,3145.0000
PF04339,3145.0000
PF04342,646.7178
PF04343,3145.0000
PF04357,3145.0000
PF04359,3145.0000
PF04360,454.3147
PF04366,3145.0000
PF04367,3145.0000
PF04370,120.4265
PF04371,3145.0000
PF04376,3145.0000
PF04377,3145.0000
PF04378,3145.0000
PF04379,3145.0000
PF04382,645.7238
PF04383,3145.0000
PF04384,3145.0000
PF04387,2100.6973
PF04388,1292.5295
PF04389,3145.0000
PF04398,846.1460
PF04403,3145.0000
PF04406,3145.0000
PF04408,3145.0000
PF04410,3145.0000
PF04413,3145.0000
PF04414,3145.0000
PF04419,2100.6973
PF04420,1934.5575
PF04421,1934.5575
PF04423,3145.0000
PF04424,1934.5575
PF04427,2230.0000
PF04428,1577.8820
PF04431,1577.8820
PF04433,2100.6973
PF04434,3145.0000
PF04435,120.4265
PF04437,1934.5575
PF04438,2230.0000
PF04440,810.2778
PF04442,3145.0000
PF04445,3145.0000
PF04452,3145.0000
PF04455,4090.0000
PF04457,3145.0000
PF04468,3145.0000
PF04478,1577.8820
PF04479,1577.8820
PF04483,3145.0000
PF04484,1577.8820
PF04487,886.0000
PF04488,3145.0000
PF04493,3145.0000
PF04494,1934.5575
PF04495,3145.0000
PF04499,1934.5575
PF04500,1934.5575
PF04502,1934.5575
PF04503,1292.5295
PF04504,1577.8820
PF04505,3145.0000
PF04506,1934.5575
PF04510,119.5142
PF04511,3145.0000
PF04515,1934.5575
PF04516,1292.5295
PF04520,1327.8820
PF04525,3145.0000
PF04526,1577.8820
PF04527,317.6227
PF04535,1660.0000
PF04536,3145.0000
PF04538,132.0287
PF04539,3145.0000
PF04542,3145.0000
PF04545,3145.0000
PF04546,3145.0000
PF04547,2100.6973
PF04548,3145.0000
PF04549,331.8312
PF04553,886.0000
PF04554,1660.0000
PF04556,9.2375
PF04557,1660.0000
PF04558,2100.6973
PF04560,3145.0000
PF04562,740.0000
PF04563,3145.0000
PF04564,3145.0000
PF04568,1714.2089
PF04570,1781.0000
PF04571,1934.5575
PF04572,3145.0000
PF04573,2100.6973
PF04574,656.6236
PF04576,1577.8820
PF04577,3145.0000
PF04578,170.6814
PF04579,244.4157
PF04587,3145.0000
PF04588,3145.0000
PF04589,684.0000
PF04592,948.0000
PF04593,454.3147
PF04597,3145.0000
PF04598,949.9125
PF04601,1577.8820
PF04603,1934.5575
PF04614,1934.5575
PF04615,2100.6973
PF04616,3145.0000
PF04617,684.0000
PF04618,846.1460
PF04621,886.0000
PF04622,3145.0000
PF04624,88.0500
PF04625,202.0000
PF04626,202.0000
PF04628,2100.6973
PF04629,949.9125
PF04632,3145.0000
PF04636,1934.5575
PF04640,1714.2089
PF04641,1934.5575
PF04642,17.5027
PF04643,544.1525
PF04644,331.8312
PF04646,1577.8820
PF04648,295.0000
PF04652,1934.5575
PF04654,3145.0000
PF04658,2100.6973
PF04664,3145.0000
PF04666,1292.5295
PF04667,1934.5575
PF04668,886.0000
PF04669,3145.0000
PF04670,3145.0000
PF04671,28.0725
PF04674,3145.0000
PF04675,3145.0000
PF04676,1934.5575
PF04677,3145.0000
PF04680,331.8312
PF04683,1934.5575
PF04684,295.0000
PF04685,3145.0000
PF04689,1327.8820
PF04690,1934.5575
PF04691,454.3147
PF04692,645.7238
PF04695,1934.5575
PF04696,1934.5575
PF04697,949.9125
PF04698,810.2778
PF04699,1934.5575
PF04702,170.6814
