PfamUID,Age_oldest
PF04704,645.7238
PF04706,3145.0000
PF04707,1934.5575
PF04709,544.1525
PF04710,1934.5575
PF04711,454.3147
PF04712,2100.6973
PF04714,1028.4421
PF04715,3145.0000
PF04719,1934.5575
PF04720,1577.8820
PF04721,1028.4421
PF04722,1934.5575
PF04724,3145.0000
PF04727,2230.0000
PF04729,2100.6973
PF04731,684.0000
PF04732,645.7238
PF04733,3145.0000
PF04734,3145.0000
PF04736,774.7778
PF04739,2100.6973
PF04747,120.4265
PF04749,1934.5575
PF04750,3145.0000
PF04751,3145.0000
PF04752,3145.0000
PF04755,3145.0000
PF04756,3145.0000
PF04757,1934.5575
PF04758,3145.0000
PF04759,846.1460
PF04762,1934.5575
PF04765,3145.0000
PF04768,3145.0000
PF04769,590.0000
PF04770,846.1460
PF04774,1934.5575
PF04776,1577.8820
PF04777,3145.0000
PF04780,1577.8820
PF04781,846.1460
PF04782,1577.8820
PF04783,1577.8820
PF04784,3145.0000
PF04788,1577.8820
PF04789,210.6966
PF04790,1028.4421
PF04791,2230.0000
PF04794,3145.0000
PF04795,1714.2089
PF04799,1028.4421
PF04800,3145.0000
PF04801,2100.6973
PF04802,1934.5575
PF04803,1028.4421
PF04810,3145.0000
PF04811,2230.0000
PF04812,645.7238
PF04813,544.1525
PF04814,1028.4421
PF04815,2230.0000
PF04818,1934.5575
PF04819,1577.8820
PF04820,3145.0000
PF04821,1934.5575
PF04822,684.0000
PF04824,3145.0000
PF04825,1934.5575
PF04826,1934.5575
PF04828,3145.0000
PF04831,3145.0000
PF04833,1577.8820
PF04836,1714.2089
PF04840,1934.5575
PF04841,1934.5575
PF04842,1714.2089
PF04844,846.1460
PF04845,3145.0000
PF04847,1487.8820
PF04849,1487.8820
PF04851,4090.0000
PF04852,1577.8820
PF04855,1934.5575
PF04856,1292.5295
PF04857,2230.0000
PF04858,1934.5575
PF04859,1577.8820
PF04862,3145.0000
PF04863,1934.5575
PF04864,1934.5575
PF04868,645.7238
PF04869,1934.5575
PF04870,491.8701
PF04871,1577.8820
PF04873,1577.8820
PF04874,2100.6973
PF04880,1292.5295
PF04882,1934.5575
PF04884,1934.5575
PF04885,3145.0000
PF04886,3145.0000
PF04889,1934.5575
PF04892,3145.0000
PF04893,3145.0000
PF04898,3145.0000
PF04899,3145.0000
PF04900,2100.6973
PF04901,684.0000
PF04902,544.1525
PF04904,1028.4421
PF04905,1028.4421
PF04906,1934.5575
PF04908,1934.5575
PF04909,4090.0000
PF04910,3145.0000
PF04912,1934.5575
PF04916,3145.0000
PF04921,1934.5575
PF04922,3145.0000
PF04923,886.0000
PF04925,1934.5575
PF04926,1934.5575
PF04927,3145.0000
PF04928,3145.0000
PF04930,3145.0000
PF04931,1934.5575
PF04934,2100.6973
PF04935,2100.6973
PF04937,1934.5575
PF04938,1934.5575
PF04939,2100.6973
PF04942,491.8701
PF04945,3145.0000
PF04949,1714.2089
PF04950,2100.6973
PF04952,3145.0000
PF04959,1934.5575
PF04961,3145.0000
PF04966,43.6423
PF04968,1934.5575
PF04969,3145.0000
PF04970,3145.0000
PF04979,1934.5575
PF04981,3145.0000
PF04982,3145.0000
PF04983,3145.0000
PF04984,3145.0000
PF04988,810.2778
PF04989,3145.0000
PF04990,1934.5575
PF04991,3145.0000
PF04992,2100.6973
PF04997,3145.0000
PF04998,3145.0000
PF05000,3145.0000
PF05001,1934.5575
PF05002,2100.6973
PF05003,1577.8820
PF05004,2100.6973
PF05005,3145.0000
PF05007,3145.0000
PF05008,1934.5575
PF05010,1714.2089
PF05011,1934.5575
PF05018,2100.6973
PF05019,3145.0000
PF05020,1934.5575
PF05021,1934.5575
PF05022,1934.5575
PF05023,3145.0000
PF05024,1934.5575
PF05025,3145.0000
PF05026,1934.5575
PF05028,3145.0000
PF05029,1934.5575
PF05030,1934.5575
PF05032,1577.8820
PF05033,1934.5575
PF05038,1487.8820
PF05039,810.2778
PF05041,2100.6973
PF05042,3145.0000
PF05044,824.0000
PF05046,1934.5575
PF05048,3145.0000
PF05049,3145.0000
PF05050,4090.0000
PF05051,1934.5575
PF05053,1934.5575
PF05055,1577.8820
PF05056,846.1460
PF05057,3145.0000
PF05060,1934.5575
PF05063,3145.0000
PF05066,3145.0000
PF05075,210.6966
PF05076,3145.0000
PF05078,1327.8820
PF05083,454.3147
PF05084,408.5875
PF05089,3145.0000
PF05090,3145.0000
PF05091,1934.5575
PF05096,3145.0000
PF05097,1577.8820
PF05104,544.1525
PF05110,1028.4421
PF05111,424.1564
PF05115,3145.0000
PF05116,3145.0000
PF05118,3145.0000
PF05124,296.8899
PF05129,3145.0000
PF05131,1934.5575
PF05132,2100.6973
PF05139,3145.0000
PF05140,3145.0000
PF05142,1577.8820
PF05147,3145.0000
PF05148,3145.0000
PF05151,3145.0000
PF05153,3145.0000
PF05154,3145.0000
PF05158,3145.0000
PF05160,1934.5575
PF05161,3145.0000
PF05162,1934.5575
PF05163,3145.0000
PF05167,3145.0000
PF05168,4090.0000
PF05170,3145.0000
PF05172,2100.6973
PF05175,3145.0000
PF05176,3145.0000
PF05177,810.2778
PF05178,2100.6973
PF05179,2100.6973
PF05181,1934.5575
PF05182,2100.6973
PF05183,3145.0000
PF05184,1660.0000
PF05185,3145.0000
PF05186,2100.6973
PF05187,3145.0000
PF05188,3145.0000
PF05189,3145.0000
PF05190,3145.0000
PF05192,3145.0000
PF05194,565.7017
PF05195,3145.0000
PF05196,810.2778
PF05197,1714.2089
PF05199,3145.0000
PF05201,4090.0000
PF05203,3145.0000
PF05205,1577.8820
PF05206,1934.5575
PF05207,1934.5575
PF05208,3145.0000
PF05210,948.0000
PF05212,3145.0000
PF05216,1934.5575
PF05217,810.2778
PF05218,810.2778
PF05219,3145.0000
PF05221,3145.0000
PF05222,3145.0000
PF05224,1577.8820
PF05225,3145.0000
PF05231,3145.0000
PF05236,1714.2089
PF05238,1292.5295
PF05239,3145.0000
PF05240,454.3147
PF05241,3145.0000
PF05242,132.0287
PF05250,1934.5575
PF05251,1934.5575
PF05253,1934.5575
PF05255,1934.5575
PF05257,3145.0000
PF05266,170.6814
PF05267,341.3228
PF05270,3145.0000
PF05276,1577.8820
PF05277,3145.0000
PF05278,1577.8820
PF05279,645.7238
PF05281,824.0000
PF05282,1934.5575
PF05283,886.0000
PF05285,2100.6973
PF05287,244.4157
PF05291,2100.6973
PF05296,810.2778
PF05301,2100.6973
PF05306,202.0000
PF05324,132.0287
PF05325,57.2648
PF05326,424.1564
PF05327,2100.6973
PF05328,1934.5575
PF05334,1577.8820
PF05335,672.0029
PF05336,3145.0000
PF05337,454.3147
PF05340,1577.8820
PF05345,3145.0000
PF05346,1934.5575
PF05348,1934.5575
PF05349,1577.8820
PF05350,810.2778
PF05351,2100.6973
PF05355,454.3147
PF05361,1028.4421
PF05362,4090.0000
PF05366,544.1525
PF05368,3145.0000
PF05375,3145.0000
PF05378,3145.0000
PF05383,2230.0000
PF05386,3.3255
PF05387,272.0000
PF05388,1292.5295
PF05390,656.6236
PF05391,1934.5575
PF05395,645.7238
PF05397,656.6236
PF05401,3145.0000
PF05404,1028.4421
PF05405,3145.0000
PF05406,3145.0000
PF05418,382.3736
PF05419,3145.0000
PF05421,3145.0000
PF05422,1292.5295
PF05424,436.6600
PF05427,1934.5575
PF05428,810.2778
PF05431,3145.0000
PF05432,454.3147
PF05433,3145.0000
PF05434,949.9125
PF05436,295.0000
PF05438,810.2778
PF05439,1934.5575
PF05444,810.2778
PF05450,1934.5575
PF05454,1028.4421
PF05456,1577.8820
PF05458,1934.5575
PF05460,1577.8820
PF05461,1028.4421
PF05462,1934.5575
PF05463,949.9125
PF05466,544.1525
PF05470,1934.5575
PF05474,93.1428
PF05477,1934.5575
PF05478,1028.4421
PF05479,1327.8820
PF05482,774.7778
PF05483,1028.4421
PF05485,1577.8820
PF05486,1934.5575
PF05495,3145.0000
PF05496,4090.0000
PF05497,810.2778
PF05498,1577.8820
PF05499,1934.5575
PF05502,1934.5575
PF05507,645.7238
PF05508,1577.8820
PF05510,886.0000
PF05512,846.1460
PF05514,1327.8820
PF05517,2100.6973
PF05527,1660.0000
PF05529,1934.5575
PF05535,491.8701
PF05536,1934.5575
PF05544,3145.0000
PF05547,3145.0000
PF05548,3145.0000
PF05551,3145.0000
PF05553,1577.8820
PF05556,810.2778
PF05557,1934.5575
PF05558,306.0686
PF05562,846.1460
PF05564,1327.8820
PF05571,1028.4421
PF05572,3145.0000
PF05577,3145.0000
PF05585,1577.8820
PF05586,740.2778
PF05587,1028.4421
PF05596,412.0000
PF05600,1934.5575
PF05602,1934.5575
PF05603,2100.6973
PF05604,645.7238
PF05605,1934.5575
PF05608,2100.6973
PF05609,1577.8820
PF05611,210.6966
PF05612,3145.0000
PF05615,1934.5575
PF05617,306.0686
PF05620,3145.0000
PF05622,1934.5575
PF05623,2100.6973
PF05624,645.7238
PF05625,1934.5575
PF05627,1577.8820
PF05630,3145.0000
PF05631,3145.0000
PF05633,1577.8820
PF05634,846.1460
PF05637,3145.0000
PF05640,1028.4421
PF05641,3145.0000
PF05647,810.2778
PF05648,1934.5575
PF05649,3145.0000
PF05652,1934.5575
PF05659,1577.8820
PF05664,1577.8820
PF05667,1934.5575
PF05669,2100.6973
PF05670,3145.0000
PF05671,1934.5575
PF05672,886.0000
PF05677,3145.0000
PF05678,1577.8820
PF05679,1714.2089
PF05680,1577.8820
PF05681,3145.0000
PF05683,3145.0000
PF05684,3145.0000
PF05686,3145.0000
PF05687,846.1460
PF05691,3145.0000
PF05693,3145.0000
PF05694,3145.0000
PF05695,306.0686
PF05699,2100.6973
PF05700,1934.5575
PF05703,1577.8820
PF05704,3145.0000
PF05705,3145.0000
PF05706,3145.0000
PF05708,3145.0000
PF05710,740.0000
PF05712,2100.6973
PF05715,684.0000
PF05716,544.1525
PF05719,3145.0000
PF05720,740.0000
PF05721,3145.0000
PF05722,361.6236
PF05724,3145.0000
PF05725,1577.8820
PF05726,3145.0000
PF05728,3145.0000
PF05729,3145.0000
PF05730,1292.5295
PF05735,3145.0000
PF05739,2230.0000
PF05741,1028.4421
PF05742,3145.0000
PF05743,2230.0000
PF05746,3145.0000
PF05753,3145.0000
PF05754,10.5126
PF05755,1577.8820
PF05757,3145.0000
PF05758,481.7717
PF05760,886.0000
PF05761,3145.0000
PF05764,1934.5575
PF05768,3145.0000
PF05770,1934.5575
PF05773,2230.0000
PF05777,43.6423
PF05778,454.3147
PF05781,886.0000
PF05782,645.7238
PF05783,1934.5575
PF05786,2100.6973
PF05790,454.3147
PF05791,3145.0000
PF05792,197.0000
PF05793,1934.5575
PF05794,1934.5575
PF05795,1934.5575
PF05804,2100.6973
PF05805,645.7238
PF05806,1028.4421
PF05808,544.1525
PF05811,1934.5575
PF05817,1934.5575
PF05822,3145.0000
PF05823,491.8701
PF05824,544.1525
PF05825,810.2778
PF05826,886.0000
PF05830,3145.0000
PF05831,454.3147
PF05832,2100.6973
PF05833,3145.0000
PF05834,3145.0000
PF05835,1028.4421
PF05836,202.0000
PF05837,1934.5575
PF05839,1934.5575
PF05841,1292.5295
PF05843,1934.5575
PF05849,193.0785
PF05853,3145.0000
PF05856,1934.5575
PF05859,1934.5575
PF05867,491.8701
PF05870,3145.0000
PF05871,3145.0000
PF05873,1934.5575
PF05874,341.3228
PF05875,3145.0000
PF05879,2100.6973
PF05881,886.0000
PF05884,491.8701
PF05887,1934.5575
PF05889,3145.0000
PF05890,2100.6973
PF05891,3145.0000
PF05899,3145.0000
PF05902,810.2778
PF05904,481.7717
PF05907,2100.6973
PF05910,846.1460
PF05911,1577.8820
PF05912,120.4265
PF05914,2100.6973
PF05915,1934.5575
PF05916,3145.0000
PF05918,1934.5575
PF05920,1934.5575
PF05922,3145.0000
PF05923,824.0000
PF05924,824.0000
PF05932,3145.0000
PF05934,886.0000
PF05937,645.7238
PF05938,1577.8820
PF05953,672.0029
PF05956,544.1525
PF05958,4090.0000
PF05962,3145.0000
PF05964,1934.5575
PF05965,1934.5575
PF05969,3145.0000
PF05970,3145.0000
PF05971,3145.0000
PF05972,810.2778
PF05977,3145.0000
PF05978,1934.5575
PF05983,1934.5575
PF05986,1028.4421
PF05990,3145.0000
PF05994,1934.5575
PF05995,3145.0000
PF05996,3145.0000
PF05997,2100.6973
PF06001,1028.4421
PF06003,1934.5575
PF06008,810.2778
PF06009,810.2778
PF06011,1934.5575
PF06012,1934.5575
PF06017,2230.0000
PF06020,88.0500
PF06021,810.2778
PF06025,1934.5575
PF06026,3145.0000
PF06027,3145.0000
PF06031,1028.4421
PF06045,3145.0000
PF06046,1934.5575
PF06047,1934.5575
PF06049,167.7625
PF06052,3145.0000
PF06058,1934.5575
PF06060,740.2778
PF06068,3145.0000
PF06071,3145.0000
PF06075,1577.8820
PF06079,3145.0000
PF06080,3145.0000
PF06083,1028.4421
PF06087,3145.0000
PF06090,1934.5575
PF06093,3145.0000
PF06094,4090.0000
PF06098,2100.6973
PF06101,3145.0000
PF06102,2100.6973
PF06105,1934.5575
PF06108,3145.0000
PF06109,272.0000
PF06110,1934.5575
PF06113,1660.0000
PF06119,3145.0000
PF06121,454.3147
PF06127,3145.0000
PF06131,3145.0000
PF06136,846.1460
PF06144,3145.0000
PF06148,1934.5575
PF06151,886.0000
PF06155,3145.0000
PF06156,565.7017
PF06159,1934.5575
PF06162,810.2778
PF06172,3145.0000
PF06179,1934.5575
PF06189,3145.0000
PF06197,3145.0000
PF06198,295.0000
PF06200,1577.8820
PF06201,1934.5575
PF06202,3145.0000
PF06203,1934.5575
PF06209,1934.5575
PF06211,810.2778
PF06214,132.0287
PF06217,1577.8820
PF06218,1934.5575
PF06219,1577.8820
PF06220,1934.5575
PF06221,2100.6973
PF06228,3145.0000
PF06229,3145.0000
PF06232,1577.8820
PF06237,1660.0000
PF06239,1028.4421
PF06240,740.0000
PF06241,3145.0000
PF06244,1934.5575
PF06245,3145.0000
PF06246,1934.5575
PF06247,1934.5575
PF06248,1934.5575
PF06249,3145.0000
PF06258,3145.0000
PF06268,3145.0000
PF06273,1934.5575
PF06278,2100.6973
PF06280,3145.0000
PF06292,949.9125
PF06293,3145.0000
PF06294,2100.6973
PF06297,1028.4421
PF06298,3145.0000
PF06309,3145.0000
PF06311,824.0000
PF06312,810.2778
PF06313,88.0500
PF06314,4090.0000
PF06324,556.5513
PF06325,3145.0000
PF06327,949.9125
PF06328,810.2778
PF06330,3145.0000
PF06331,1934.5575
PF06333,1934.5575
PF06337,2230.0000
PF06342,3145.0000
PF06345,810.2778
PF06346,1487.8820
PF06350,1714.2089
PF06351,3145.0000
PF06355,3145.0000
PF06364,846.1460
PF06365,544.1525
PF06367,1934.5575
PF06369,1577.8820
PF06371,1934.5575
PF06372,1660.0000
PF06373,645.7238
PF06375,1028.4421
PF06376,481.7717
PF06377,774.7778
PF06379,3145.0000
PF06382,341.3228
PF06384,1660.0000
PF06387,684.0000
PF06388,1028.4421
PF06390,3145.0000
PF06391,1934.5575
PF06394,491.8701
PF06395,1292.5295
PF06396,1028.4421
PF06398,1934.5575
PF06399,1028.4421
PF06400,886.0000
PF06401,886.0000
PF06404,306.0686
PF06405,3145.0000
PF06409,331.8312
PF06413,1487.8820
PF06415,3145.0000
PF06417,1934.5575
PF06419,1934.5575
PF06422,1934.5575
PF06423,1934.5575
PF06424,1934.5575
PF06426,3145.0000
PF06427,1934.5575
PF06428,1292.5295
PF06432,1934.5575
PF06434,3145.0000
PF06437,1934.5575
PF06439,3145.0000
PF06441,3145.0000
PF06444,810.2778
PF06446,454.3147
PF06448,886.0000
PF06451,193.0785
PF06452,3145.0000
PF06454,1934.5575
PF06456,1028.4421
PF06459,810.2778
PF06461,1577.8820
PF06462,1028.4421
PF06463,4090.0000
PF06464,1292.5295
PF06465,1577.8820
PF06466,1028.4421
PF06468,3145.0000
PF06469,949.9125
PF06470,3145.0000
PF06472,3145.0000
PF06473,1028.4421
PF06477,443.8801
PF06479,1934.5575
PF06480,3145.0000
PF06482,3145.0000
PF06484,810.2778
PF06485,3145.0000
PF06487,1934.5575
PF06493,120.4265
PF06495,1934.5575
PF06500,3145.0000
PF06507,1934.5575
PF06508,3145.0000
PF06513,28.0725
PF06514,3145.0000
PF06516,3145.0000
PF06521,846.1460
PF06522,1934.5575
PF06524,1577.8820
PF06529,544.1525
PF06533,1577.8820
PF06534,3145.0000
PF06535,1028.4421
PF06540,544.1525
PF06542,120.4265
PF06544,1934.5575
PF06546,886.0000
PF06547,1577.8820
PF06549,1934.5575
PF06552,3145.0000
PF06554,454.3147
PF06565,2100.6973
PF06566,382.3736
PF06567,544.1525
PF06573,1660.0000
PF06574,3145.0000
PF06579,491.8701
PF06581,1934.5575
PF06582,748.0000
PF06583,886.0000
PF06584,1934.5575
PF06585,1028.4421
PF06588,1292.5295
PF06589,436.6600
PF06592,1327.8820
PF06596,3145.0000
PF06602,2230.0000
PF06607,886.0000
PF06608,1660.0000
PF06609,1292.5295
PF06614,382.3736
PF06617,886.0000
PF06621,544.1525
PF06623,132.0287
PF06624,1934.5575
PF06625,886.0000
PF06626,3145.0000
PF06628,3145.0000
PF06631,949.9125
PF06632,1577.8820
PF06637,544.1525
PF06638,949.9125
PF06639,77.0088
PF06645,3145.0000
PF06650,1934.5575
PF06651,57.2648
PF06652,556.5513
PF06653,1577.8820
PF06657,1487.8820
PF06658,1934.5575
PF06662,3145.0000
PF06663,1577.8820
PF06664,2230.0000
PF06668,810.2778
PF06671,120.4265
PF06677,3145.0000
PF06678,120.4265
PF06679,949.9125
PF06680,163.4310
PF06681,210.6966
PF06682,1714.2089
PF06683,35.9776
PF06684,9.0000
PF06687,1292.5295
PF06694,1577.8820
PF06695,3145.0000
PF06697,1577.8820
PF06699,1934.5575
PF06701,1934.5575
PF06702,1028.4421
PF06703,1934.5575
PF06705,2100.6973
PF06708,306.0686
PF06721,17.5027
PF06725,3145.0000
PF06726,1292.5295
PF06728,3145.0000
PF06729,544.1525
PF06730,1934.5575
PF06732,2100.6973
PF06733,3145.0000
PF06739,3145.0000
PF06740,272.0000
PF06741,1934.5575
PF06743,1934.5575
PF06746,1577.8820
PF06749,1577.8820
PF06752,810.2778
PF06756,202.0000
PF06757,592.0543
PF06758,454.3147
PF06760,306.0686
PF06762,3145.0000
PF06764,3145.0000
PF06775,1934.5575
PF06777,3145.0000
PF06783,810.2778
PF06789,645.7238
PF06792,3145.0000
PF06799,3145.0000
PF06803,3145.0000
PF06807,1934.5575
PF06809,949.9125
PF06813,1934.5575
PF06814,1934.5575
PF06816,886.0000
PF06818,810.2778
PF06821,3145.0000
PF06824,3145.0000
PF06825,1934.5575
PF06827,4090.0000
PF06830,1577.8820
PF06838,3145.0000
PF06839,1934.5575
PF06840,1487.8820
PF06842,2100.6973
PF06852,120.4265
PF06858,3145.0000
PF06859,1934.5575
PF06862,2100.6973
PF06865,3145.0000
PF06869,886.0000
PF06870,1934.5575
PF06875,454.3147
PF06876,113.5142
PF06880,1577.8820
PF06881,1577.8820
PF06884,3145.0000
PF06886,1934.5575
PF06887,120.4265
PF06888,3145.0000
PF06905,3145.0000
PF06907,645.7238
PF06910,949.9125
PF06911,3145.0000
PF06916,1934.5575
PF06918,1934.5575
PF06920,2230.0000
PF06925,3145.0000
PF06936,1577.8820
PF06937,886.0000
PF06941,3145.0000
PF06943,3145.0000
PF06951,3145.0000
PF06954,886.0000
PF06955,1577.8820
PF06957,2100.6973
PF06959,544.1525
PF06962,3145.0000
PF06963,1934.5575
PF06964,3145.0000
PF06965,3145.0000
PF06966,3145.0000
PF06968,3145.0000
PF06969,3145.0000
PF06972,1577.8820
PF06974,3145.0000
PF06978,1934.5575
PF06985,1577.8820
PF06989,645.7238
PF06990,3145.0000
PF06991,1934.5575
PF06994,100.9611
PF06999,3145.0000
PF07000,3145.0000
PF07001,1934.5575
PF07002,2230.0000
PF07004,2100.6973
PF07010,454.3147
PF07011,1327.8820
PF07014,1577.8820
PF07019,1934.5575
PF07021,3145.0000
PF07034,1934.5575
PF07035,2230.0000
PF07039,2100.6973
PF07047,1934.5575
PF07051,1028.4421
PF07052,1934.5575
PF07054,3145.0000
PF07058,1577.8820
PF07059,1934.5575
PF07061,1487.8820
PF07062,810.2778
PF07063,3145.0000
PF07064,1934.5575
PF07065,3145.0000
PF07074,1714.2089
PF07075,3145.0000
PF07078,1577.8820
PF07080,3145.0000
PF07082,3145.0000
PF07084,949.9125
PF07085,4090.0000
PF07086,1934.5575
PF07092,1577.8820
PF07093,1934.5575
PF07096,1660.0000
PF07103,3145.0000
PF07106,3145.0000
PF07107,846.1460
PF07109,3145.0000
PF07111,886.0000
PF07123,1660.0000
PF07127,1577.8820
PF07133,436.6600
PF07137,1934.5575
PF07139,1028.4421
PF07140,424.1564
PF07142,1934.5575
PF07143,3145.0000
PF07145,1577.8820
PF07149,1577.8820
PF07156,1934.5575
PF07159,1934.5575
PF07160,1714.2089
PF07162,1934.5575
PF07163,949.9125
PF07165,886.0000
PF07168,3145.0000
PF07172,1577.8820
PF07173,3145.0000
PF07175,167.7625
PF07177,1028.4421
PF07189,1934.5575
PF07192,132.0287
PF07197,32.4494
PF07199,247.0000
PF07200,1934.5575
PF07202,3145.0000
PF07203,810.2778
PF07213,810.2778
PF07217,3145.0000
PF07218,1934.5575
PF07221,3145.0000
PF07222,645.7238
PF07223,3145.0000
PF07224,3145.0000
PF07227,1577.8820
PF07228,3145.0000
PF07231,1577.8820
PF07240,810.2778
PF07247,3145.0000
PF07248,357.6744
PF07249,1577.8820
PF07250,3145.0000
PF07258,1934.5575
PF07259,331.8312
PF07260,3145.0000
PF07263,382.3736
PF07264,3145.0000
PF07265,57.2648
PF07270,331.8312
PF07271,3145.0000
PF07279,846.1460
PF07281,1577.8820
PF07287,3145.0000
PF07289,2100.6973
PF07292,740.2778
PF07294,193.0785
PF07297,1934.5575
PF07298,3145.0000
PF07303,1714.2089
PF07304,1714.2089
PF07312,210.6966
PF07324,1934.5575
PF07326,544.1525
PF07327,810.2778
PF07333,170.6814
PF07334,454.3147
PF07335,3145.0000
PF07343,3145.0000
PF07353,544.1525
PF07354,645.7238
PF07359,544.1525
PF07366,3145.0000
PF07367,32.0000
PF07368,810.2778
PF07376,27.7543
PF07386,3145.0000
PF07391,28.0725
PF07392,167.7625
PF07393,2230.0000
PF07400,454.3147
PF07403,120.4265
PF07406,1714.2089
PF07412,1028.4421
PF07421,544.1525
PF07422,436.6600
PF07426,1934.5575
PF07428,361.6236
PF07430,113.5142
PF07443,1577.8820
PF07444,3145.0000
PF07448,544.1525
PF07458,132.0287
PF07460,3145.0000
PF07462,436.6600
PF07464,3145.0000
PF07465,3145.0000
PF07466,3145.0000
PF07468,481.7717
PF07469,544.1525
PF07470,3145.0000
PF07474,886.0000
PF07476,3145.0000
PF07478,3145.0000
PF07479,3145.0000
PF07484,3145.0000
PF07486,3145.0000
PF07488,3145.0000
PF07491,1934.5575
PF07492,3145.0000
PF07496,1934.5575
PF07498,3145.0000
PF07500,2100.6973
PF07502,1028.4421
PF07503,4090.0000
PF07504,3145.0000
PF07510,3145.0000
PF07516,3145.0000
PF07517,3145.0000
PF07519,3145.0000
PF07521,3145.0000
PF07522,1934.5575
PF07524,1934.5575
PF07525,1028.4421
PF07526,1577.8820
PF07527,1028.4421
PF07528,1028.4421
PF07529,1934.5575
PF07530,672.0029
PF07531,1028.4421
PF07533,1714.2089
PF07534,3145.0000
PF07535,1714.2089
PF07539,1934.5575
PF07540,1934.5575
PF07541,3145.0000
PF07542,3145.0000
PF07543,1577.8820
PF07544,1934.5575
PF07545,1028.4421
PF07546,886.0000
PF07547,120.4265
PF07555,3145.0000
PF07556,4090.0000
PF07557,1934.5575
PF07558,1292.5295
PF07562,949.9125
PF07565,1934.5575
PF07569,1934.5575
PF07571,1934.5575
PF07572,1934.5575
PF07574,1934.5575
PF07575,1934.5575
PF07576,1934.5575
PF07593,3145.0000
PF07615,646.7178
PF07645,3145.0000
PF07646,3145.0000
PF07647,3145.0000
PF07648,3145.0000
PF07650,3145.0000
PF07651,1934.5575
PF07653,3145.0000
PF07654,948.0000
PF07657,1028.4421
PF07661,3145.0000
PF07671,1660.0000
PF07676,4090.0000
PF07677,3145.0000
PF07678,3145.0000
PF07679,3145.0000
PF07681,3145.0000
PF07683,3145.0000
PF07684,886.0000
PF07686,1028.4421
PF07687,3145.0000
PF07690,4090.0000
PF07691,3145.0000
PF07692,1934.5575
PF07693,3145.0000
PF07699,2230.0000
PF07703,3145.0000
PF07706,454.3147
PF07707,1934.5575
PF07710,949.9125
PF07711,886.0000
PF07712,1934.5575
PF07713,1934.5575
PF07714,3145.0000
PF07716,3145.0000
PF07717,3145.0000
PF07718,2100.6973
PF07719,3145.0000
PF07720,3145.0000
PF07721,3145.0000
PF07722,3145.0000
PF07723,1660.0000
PF07724,3145.0000
PF07725,141.2386
PF07728,4090.0000
PF07731,3145.0000
PF07732,3145.0000
PF07734,1577.8820
PF07735,120.4265
PF07738,3145.0000
PF07741,1934.5575
PF07742,1934.5575
PF07743,3145.0000
PF07744,1934.5575
PF07745,3145.0000
PF07748,4090.0000
PF07749,1934.5575
PF07757,1487.8820
PF07762,170.6814
PF07763,1028.4421
PF07765,1577.8820
PF07766,3145.0000
PF07767,2100.6973
PF07771,157.3422
PF07773,1934.5575
PF07774,1934.5575
PF07776,1028.4421
PF07777,846.1460
PF07778,1487.8820
PF07779,1934.5575
PF07780,2100.6973
PF07782,948.0000
PF07787,3145.0000
PF07792,1934.5575
PF07794,35.9776
PF07795,846.1460
PF07797,846.1460
PF07798,3145.0000
PF07800,1577.8820
PF07801,3145.0000
PF07802,1934.5575
PF07803,1577.8820
PF07807,1934.5575
PF07808,1934.5575
PF07809,886.0000
PF07810,1660.0000
PF07814,1934.5575
PF07815,1028.4421
PF07816,1577.8820
PF07817,1934.5575
PF07818,1934.5575
PF07819,3145.0000
PF07821,3145.0000
PF07823,3145.0000
PF07830,1028.4421
PF07831,4090.0000
PF07834,1028.4421
PF07836,720.3597
PF07837,3145.0000
PF07839,1577.8820
PF07841,672.0029
PF07842,1934.5575
PF07846,37.4635
PF07847,3145.0000
PF07850,1934.5575
PF07851,1714.2089
PF07855,1934.5575
PF07856,1934.5575
PF07857,3145.0000
PF07859,3145.0000
PF07876,3145.0000
PF07883,4090.0000
PF07884,3145.0000
PF07887,1327.8820
PF07888,1028.4421
PF07889,1714.2089
PF07890,2100.6973
PF07891,306.0686
PF07893,1577.8820
PF07894,810.2778
PF07896,3145.0000
PF07897,170.6814
PF07898,443.8801
PF07899,1577.8820
PF07904,1577.8820
PF07909,163.4310
PF07910,1934.5575
PF07911,846.1460
PF07912,1934.5575
PF07914,3145.0000
PF07915,1934.5575
PF07918,306.0686
PF07919,1934.5575
PF07923,1934.5575
PF07926,1934.5575
PF07928,1934.5575
PF07929,3145.0000
PF07930,3145.0000
PF07933,2100.6973
PF07934,3145.0000
PF07939,1577.8820
PF07941,1.3403
PF07942,3145.0000
PF07944,3145.0000
PF07946,1934.5575
PF07947,3145.0000
PF07950,590.0000
PF07955,656.6236
PF07956,1292.5295
PF07958,3145.0000
PF07959,3145.0000
PF07962,1934.5575
PF07965,949.9125
PF07966,886.0000
PF07967,1934.5575
PF07969,4090.0000
PF07970,1934.5575
PF07971,3145.0000
PF07973,4090.0000
PF07974,2230.0000
PF07975,1934.5575
PF07976,3145.0000
PF07977,3145.0000
PF07978,3145.0000
PF07983,1934.5575
PF07985,2100.6973
PF07986,2100.6973
PF07989,1934.5575
PF07990,846.1460
PF07991,3145.0000
PF07992,4090.0000
PF07993,3145.0000
PF07994,3145.0000
PF07998,3145.0000
PF08005,1660.0000
PF08007,3145.0000
PF08014,3145.0000
PF08016,1934.5575
PF08017,3145.0000
